nif,modelo,ejercicio,casilla,valor
G20361818,200,2024,C00255,42743100.0
G20361818,200,2024,C00500,6411465.0
G20361818,200,2024,C00032,4274310.0
G20361818,200,2024,C00033,64114650.0
G20361818,200,2024,C00195,17097240.0
G20361818,200,2024,C00296,854862.0
G20361818,200,2024,C00279,2137155.0
V33206579,200,2024,C00255,32230949.0
V33206579,200,2024,C00500,4834642.35
V33206579,200,2024,C00032,3223094.9000000004
V33206579,200,2024,C00033,48346423.5
V33206579,200,2024,C00195,12892379.6
V33206579,200,2024,C00296,644618.98
V33206579,200,2024,C00279,1611547.4500000002
D89890579,200,2024,C00255,33035306.0
D89890579,200,2024,C00500,13214122.4
D89890579,200,2024,C00032,1000.0
D89890579,200,2024,C00033,49552959.0
D89890579,200,2024,C00195,3303530.6
D89890579,200,2024,C00296,1321412.2400000002
D89890579,200,2024,C00279,660706.12
B87347488,200,2024,C00255,9148174.0
B87347488,200,2024,C00500,3659269.6
B87347488,200,2024,C00032,1000.0
B87347488,200,2024,C00033,13722261.0
B87347488,200,2024,C00195,914817.4
B87347488,200,2024,C00296,365926.96
B87347488,200,2024,C00279,182963.48
C17505818,200,2024,C00255,43570054.0
C17505818,200,2024,C00500,6535508.1
C17505818,200,2024,C00032,4357005.4
C17505818,200,2024,C00033,65355081.0
C17505818,200,2024,C00195,17428021.6
C17505818,200,2024,C00296,871401.0800000001
C17505818,200,2024,C00279,2178502.7
Q68291349,200,2024,C00255,3819298.0
Q68291349,200,2024,C00500,572894.7
Q68291349,200,2024,C00032,381929.80000000005
Q68291349,200,2024,C00033,5728947.0
Q68291349,200,2024,C00195,1527719.2
Q68291349,200,2024,C00296,76385.96
Q68291349,200,2024,C00279,190964.90000000002
D40429530,200,2024,C00255,45980599.0
D40429530,200,2024,C00500,6897089.85
D40429530,200,2024,C00032,4598059.9
D40429530,200,2024,C00033,68970898.5
D40429530,200,2024,C00195,18392239.599999998
D40429530,200,2024,C00296,919611.98
D40429530,200,2024,C00279,0.0
R17264930,200,2024,C00255,18607263.0
R17264930,200,2024,C00500,2791089.4499999997
R17264930,200,2024,C00032,1860726.3
R17264930,200,2024,C00033,27910894.5
R17264930,200,2024,C00195,7442905.2
R17264930,200,2024,C00296,372145.26
R17264930,200,2024,C00279,930363.15
W15527388,200,2024,C00255,15958815.0
W15527388,200,2024,C00500,2393822.25
W15527388,200,2024,C00032,1595881.5
W15527388,200,2024,C00033,23938222.5
W15527388,200,2024,C00195,6383525.999999999
W15527388,200,2024,C00296,319176.3
W15527388,200,2024,C00279,797940.75
E53866598,200,2024,C00255,44995990.0
E53866598,200,2024,C00500,6749398.5
E53866598,200,2024,C00032,4499599.0
E53866598,200,2024,C00033,67493985.0
E53866598,200,2024,C00195,17998396.0
E53866598,200,2024,C00296,899919.8
E53866598,200,2024,C00279,0.0
E16780654,200,2024,C00255,37606506.0
E16780654,200,2024,C00500,5640975.899999999
E16780654,200,2024,C00032,3760650.6
E16780654,200,2024,C00033,56409759.0
E16780654,200,2024,C00195,15042602.399999999
E16780654,200,2024,C00296,752130.12
E16780654,200,2024,C00279,1880325.3
U89877290,200,2024,C00255,8288936.0
U89877290,200,2024,C00500,1243340.4
U89877290,200,2024,C00032,828893.6000000001
U89877290,200,2024,C00033,12433404.0
U89877290,200,2024,C00195,3315574.4
U89877290,200,2024,C00296,165778.72
U89877290,200,2024,C00279,0.0
H67973424,200,2024,C00255,21840511.0
H67973424,200,2024,C00500,3276076.65
H67973424,200,2024,C00032,2184051.1
H67973424,200,2024,C00033,32760766.5
H67973424,200,2024,C00195,8736204.4
H67973424,200,2024,C00296,436810.22000000003
H67973424,200,2024,C00279,1092025.55
R29865888,200,2024,C00255,44391269.0
R29865888,200,2024,C00500,6658690.35
R29865888,200,2024,C00032,4439126.9
R29865888,200,2024,C00033,66586903.5
R29865888,200,2024,C00195,17756507.599999998
R29865888,200,2024,C00296,887825.38
R29865888,200,2024,C00279,0.0
P21079017,200,2024,C00255,25961527.0
P21079017,200,2024,C00500,3894229.05
P21079017,200,2024,C00032,2596152.7
P21079017,200,2024,C00033,38942290.5
P21079017,200,2024,C00195,10384610.8
P21079017,200,2024,C00296,519230.54000000004
P21079017,200,2024,C00279,1298076.35
B83571770,200,2024,C00255,44465566.0
B83571770,200,2024,C00500,6669834.899999999
B83571770,200,2024,C00032,4446556.600000001
B83571770,200,2024,C00033,66698349.0
B83571770,200,2024,C00195,17786226.4
B83571770,200,2024,C00296,889311.3200000001
B83571770,200,2024,C00279,2223278.3000000003
J21419108,200,2024,C00255,19348418.0
J21419108,200,2024,C00500,2902262.6999999997
J21419108,200,2024,C00032,1934841.8
J21419108,200,2024,C00033,29022627.0
J21419108,200,2024,C00195,7739367.199999999
J21419108,200,2024,C00296,386968.36
J21419108,200,2024,C00279,967420.9
W68316409,200,2024,C00255,15483942.0
W68316409,200,2024,C00500,2322591.3
W68316409,200,2024,C00032,1548394.2000000002
W68316409,200,2024,C00033,23225913.0
W68316409,200,2024,C00195,6193576.8
W68316409,200,2024,C00296,309678.84
W68316409,200,2024,C00279,0.0
E74548325,200,2024,C00255,48424765.0
E74548325,200,2024,C00500,7263714.75
E74548325,200,2024,C00032,4842476.5
E74548325,200,2024,C00033,72637147.5
E74548325,200,2024,C00195,19369906.0
E74548325,200,2024,C00296,968495.3
E74548325,200,2024,C00279,0.0
V63058791,200,2024,C00255,24619902.0
V63058791,200,2024,C00500,1000.0
V63058791,200,2024,C00032,5000.0
V63058791,200,2024,C00033,36929853.0
V63058791,200,2024,C00195,0.0
V63058791,200,2024,C00296,0.0
V63058791,200,2024,C00279,0.0
W43050557,200,2024,C00255,26011827.0
W43050557,200,2024,C00500,3901774.05
W43050557,200,2024,C00032,2601182.7
W43050557,200,2024,C00033,39017740.5
W43050557,200,2024,C00195,10404730.8
W43050557,200,2024,C00296,520236.54000000004
W43050557,200,2024,C00279,0.0
C45736421,200,2024,C00255,49122862.0
C45736421,200,2024,C00500,7368429.3
C45736421,200,2024,C00032,4912286.2
C45736421,200,2024,C00033,73684293.0
C45736421,200,2024,C00195,19649144.799999997
C45736421,200,2024,C00296,982457.24
C45736421,200,2024,C00279,2456143.1
P87311859,200,2024,C00255,32053476.0
P87311859,200,2024,C00500,4808021.399999999
P87311859,200,2024,C00032,3205347.6
P87311859,200,2024,C00033,48080214.0
P87311859,200,2024,C00195,12821390.4
P87311859,200,2024,C00296,641069.52
P87311859,200,2024,C00279,0.0
D65510043,200,2024,C00255,21468834.0
D65510043,200,2024,C00500,3220325.1
D65510043,200,2024,C00032,2146883.4
D65510043,200,2024,C00033,32203251.0
D65510043,200,2024,C00195,8587533.6
D65510043,200,2024,C00296,429376.68
D65510043,200,2024,C00279,1073441.7
Q56749089,200,2024,C00255,4980255.0
Q56749089,200,2024,C00500,747038.25
Q56749089,200,2024,C00032,498025.5
Q56749089,200,2024,C00033,7470382.5
Q56749089,200,2024,C00195,1992102.0
Q56749089,200,2024,C00296,99605.1
Q56749089,200,2024,C00279,0.0
P56241350,200,2024,C00255,42124189.0
P56241350,200,2024,C00500,6318628.35
P56241350,200,2024,C00032,4212418.9
P56241350,200,2024,C00033,63186283.5
P56241350,200,2024,C00195,16849675.599999998
P56241350,200,2024,C00296,842483.78
P56241350,200,2024,C00279,0.0
N32717056,200,2024,C00255,24815351.0
N32717056,200,2024,C00500,3722302.65
N32717056,200,2024,C00032,2481535.1
N32717056,200,2024,C00033,37223026.5
N32717056,200,2024,C00195,9926140.4
N32717056,200,2024,C00296,496307.02
N32717056,200,2024,C00279,1240767.55
U93642093,200,2024,C00255,96887750.0
U93642093,200,2024,C00500,38755100.0
U93642093,200,2024,C00032,1000.0
U93642093,200,2024,C00033,145331625.0
U93642093,200,2024,C00195,9688775.0
U93642093,200,2024,C00296,3875510.0
U93642093,200,2024,C00279,1937755.0
U16023362,200,2024,C00255,18062904.0
U16023362,200,2024,C00500,2709435.6
U16023362,200,2024,C00032,1806290.4000000001
U16023362,200,2024,C00033,27094356.0
U16023362,200,2024,C00195,7225161.6
U16023362,200,2024,C00296,361258.08
U16023362,200,2024,C00279,0.0
G60173377,200,2024,C00255,38098812.0
G60173377,200,2024,C00500,5714821.8
G60173377,200,2024,C00032,3809881.2
G60173377,200,2024,C00033,57148218.0
G60173377,200,2024,C00195,15239524.799999999
G60173377,200,2024,C00296,761976.24
G60173377,200,2024,C00279,0.0
C25082279,200,2024,C00255,45279729.0
C25082279,200,2024,C00500,6791959.35
C25082279,200,2024,C00032,4527972.9
C25082279,200,2024,C00033,67919593.5
C25082279,200,2024,C00195,18111891.6
C25082279,200,2024,C00296,905594.5800000001
C25082279,200,2024,C00279,0.0
H93349536,200,2024,C00255,28840391.0
H93349536,200,2024,C00500,4326058.649999999
H93349536,200,2024,C00032,2884039.1
H93349536,200,2024,C00033,43260586.5
H93349536,200,2024,C00195,11536156.4
H93349536,200,2024,C00296,576807.8200000001
H93349536,200,2024,C00279,0.0
N11843251,200,2024,C00255,38323560.0
N11843251,200,2024,C00500,5748534.0
N11843251,200,2024,C00032,3832356.0
N11843251,200,2024,C00033,57485340.0
N11843251,200,2024,C00195,15329424.0
N11843251,200,2024,C00296,766471.2000000001
N11843251,200,2024,C00279,1916178.0
D50952251,200,2024,C00255,6228648.0
D50952251,200,2024,C00500,934297.2
D50952251,200,2024,C00032,622864.8
D50952251,200,2024,C00033,9342972.0
D50952251,200,2024,C00195,2491459.2
D50952251,200,2024,C00296,124572.96
D50952251,200,2024,C00279,311432.4
V13053200,200,2024,C00255,25331272.0
V13053200,200,2024,C00500,3799690.8
V13053200,200,2024,C00032,2533127.2
V13053200,200,2024,C00033,37996908.0
V13053200,200,2024,C00195,10132508.799999999
V13053200,200,2024,C00296,506625.44
V13053200,200,2024,C00279,1266563.6
G82209870,200,2024,C00255,14294864.0
G82209870,200,2024,C00500,1000.0
G82209870,200,2024,C00032,5000.0
G82209870,200,2024,C00033,21442296.0
G82209870,200,2024,C00195,0.0
G82209870,200,2024,C00296,0.0
G82209870,200,2024,C00279,0.0
G83339816,200,2024,C00255,39756950.0
G83339816,200,2024,C00500,5963542.5
G83339816,200,2024,C00032,3975695.0
G83339816,200,2024,C00033,59635425.0
G83339816,200,2024,C00195,15902780.0
G83339816,200,2024,C00296,795139.0
G83339816,200,2024,C00279,1987847.5
V93623280,200,2024,C00255,36816719.0
V93623280,200,2024,C00500,5522507.85
V93623280,200,2024,C00032,3681671.9000000004
V93623280,200,2024,C00033,55225078.5
V93623280,200,2024,C00195,14726687.6
V93623280,200,2024,C00296,736334.38
V93623280,200,2024,C00279,0.0
A60547291,200,2024,C00255,12505930.0
A60547291,200,2024,C00500,1875889.5
A60547291,200,2024,C00032,1250593.0
A60547291,200,2024,C00033,18758895.0
A60547291,200,2024,C00195,5002372.0
A60547291,200,2024,C00296,250118.6
A60547291,200,2024,C00279,0.0
J32859916,200,2024,C00255,135429.0
J32859916,200,2024,C00500,20314.35
J32859916,200,2024,C00032,13542.900000000001
J32859916,200,2024,C00033,203143.5
J32859916,200,2024,C00195,54171.6
J32859916,200,2024,C00296,2708.58
J32859916,200,2024,C00279,0.0
N36936968,200,2024,C00255,1318707.0
N36936968,200,2024,C00500,197806.05
N36936968,200,2024,C00032,131870.7
N36936968,200,2024,C00033,1978060.5
N36936968,200,2024,C00195,527482.7999999999
N36936968,200,2024,C00296,26374.14
N36936968,200,2024,C00279,65935.35
B72405984,200,2024,C00255,29265296.0
B72405984,200,2024,C00500,4389794.399999999
B72405984,200,2024,C00032,2926529.6
B72405984,200,2024,C00033,43897944.0
B72405984,200,2024,C00195,11706118.4
B72405984,200,2024,C00296,585305.92
B72405984,200,2024,C00279,0.0
C62163068,200,2024,C00255,44839032.0
C62163068,200,2024,C00500,6725854.8
C62163068,200,2024,C00032,4483903.2
C62163068,200,2024,C00033,67258548.0
C62163068,200,2024,C00195,17935612.8
C62163068,200,2024,C00296,896780.64
C62163068,200,2024,C00279,2241951.6
Q24480943,200,2024,C00255,41892001.0
Q24480943,200,2024,C00500,6283800.149999999
Q24480943,200,2024,C00032,4189200.1
Q24480943,200,2024,C00033,62838001.5
Q24480943,200,2024,C00195,16756800.4
Q24480943,200,2024,C00296,837840.02
Q24480943,200,2024,C00279,0.0
N97162488,200,2024,C00255,33394748.0
N97162488,200,2024,C00500,5009212.2
N97162488,200,2024,C00032,3339474.8000000003
N97162488,200,2024,C00033,50092122.0
N97162488,200,2024,C00195,13357899.2
N97162488,200,2024,C00296,667894.96
N97162488,200,2024,C00279,1669737.4000000001
H61096850,200,2024,C00255,49019955.0
H61096850,200,2024,C00500,7352993.25
H61096850,200,2024,C00032,4901995.5
H61096850,200,2024,C00033,73529932.5
H61096850,200,2024,C00195,19607982.0
H61096850,200,2024,C00296,980399.1
H61096850,200,2024,C00279,0.0
P75050252,200,2024,C00255,10144260.0
P75050252,200,2024,C00500,1521639.0
P75050252,200,2024,C00032,1014426.0
P75050252,200,2024,C00033,15216390.0
P75050252,200,2024,C00195,4057704.0
P75050252,200,2024,C00296,202885.2
P75050252,200,2024,C00279,0.0
F36692577,200,2024,C00255,13641585.0
F36692577,200,2024,C00500,2046237.75
F36692577,200,2024,C00032,1364158.5
F36692577,200,2024,C00033,20462377.5
F36692577,200,2024,C00195,5456634.0
F36692577,200,2024,C00296,272831.7
F36692577,200,2024,C00279,682079.25
A15335477,200,2024,C00255,48180312.0
A15335477,200,2024,C00500,7227046.8
A15335477,200,2024,C00032,4818031.2
A15335477,200,2024,C00033,72270468.0
A15335477,200,2024,C00195,19272124.799999997
A15335477,200,2024,C00296,963606.24
A15335477,200,2024,C00279,0.0
W50926679,200,2024,C00255,41727910.0
W50926679,200,2024,C00500,6259186.5
W50926679,200,2024,C00032,4172791.0
W50926679,200,2024,C00033,62591865.0
W50926679,200,2024,C00195,16691164.0
W50926679,200,2024,C00296,834558.2000000001
W50926679,200,2024,C00279,2086395.5
V62801229,200,2024,C00255,35800593.0
V62801229,200,2024,C00500,5370088.95
V62801229,200,2024,C00032,3580059.3000000003
V62801229,200,2024,C00033,53700889.5
V62801229,200,2024,C00195,14320237.2
V62801229,200,2024,C00296,716011.86
V62801229,200,2024,C00279,0.0
A56544010,200,2024,C00255,30560929.0
A56544010,200,2024,C00500,4584139.35
A56544010,200,2024,C00032,3056092.9000000004
A56544010,200,2024,C00033,45841393.5
A56544010,200,2024,C00195,12224371.599999998
A56544010,200,2024,C00296,611218.58
A56544010,200,2024,C00279,1528046.4500000002
Q93917080,200,2024,C00255,38110104.0
Q93917080,200,2024,C00500,5716515.6
Q93917080,200,2024,C00032,3811010.4000000004
Q93917080,200,2024,C00033,57165156.0
Q93917080,200,2024,C00195,15244041.599999998
Q93917080,200,2024,C00296,762202.08
Q93917080,200,2024,C00279,1905505.2000000002
H77276832,200,2024,C00255,31947616.0
H77276832,200,2024,C00500,4792142.399999999
H77276832,200,2024,C00032,3194761.6
H77276832,200,2024,C00033,47921424.0
H77276832,200,2024,C00195,12779046.4
H77276832,200,2024,C00296,638952.3200000001
H77276832,200,2024,C00279,1597380.8
B93992429,200,2024,C00255,11171196.0
B93992429,200,2024,C00500,1675679.4
B93992429,200,2024,C00032,1117119.6
B93992429,200,2024,C00033,16756794.0
B93992429,200,2024,C00195,4468478.4
B93992429,200,2024,C00296,223423.92
B93992429,200,2024,C00279,558559.8
R13954845,200,2024,C00255,65144298.0
R13954845,200,2024,C00500,26057719.200000003
R13954845,200,2024,C00032,1000.0
R13954845,200,2024,C00033,97716447.0
R13954845,200,2024,C00195,6514429.800000001
R13954845,200,2024,C00296,2605771.9200000004
R13954845,200,2024,C00279,1302885.96
H30361927,200,2024,C00255,15623904.0
H30361927,200,2024,C00500,2343585.6
H30361927,200,2024,C00032,1562390.4000000001
H30361927,200,2024,C00033,23435856.0
H30361927,200,2024,C00195,6249561.6
H30361927,200,2024,C00296,312478.08
H30361927,200,2024,C00279,781195.2000000001
R98171888,200,2024,C00255,40495651.0
R98171888,200,2024,C00500,6074347.649999999
R98171888,200,2024,C00032,4049565.1
R98171888,200,2024,C00033,60743476.5
R98171888,200,2024,C00195,16198260.4
R98171888,200,2024,C00296,809913.02
R98171888,200,2024,C00279,0.0
C61298971,200,2024,C00255,12540257.0
C61298971,200,2024,C00500,1881038.55
C61298971,200,2024,C00032,1254025.7
C61298971,200,2024,C00033,18810385.5
C61298971,200,2024,C00195,5016102.8
C61298971,200,2024,C00296,250805.14
C61298971,200,2024,C00279,0.0
S42260681,200,2024,C00255,43857282.0
S42260681,200,2024,C00500,6578592.3
S42260681,200,2024,C00032,4385728.2
S42260681,200,2024,C00033,65785923.0
S42260681,200,2024,C00195,17542912.8
S42260681,200,2024,C00296,877145.64
S42260681,200,2024,C00279,0.0
S51927304,200,2024,C00255,2000413.0
S51927304,200,2024,C00500,300061.95
S51927304,200,2024,C00032,200041.30000000002
S51927304,200,2024,C00033,3000619.5
S51927304,200,2024,C00195,800165.2
S51927304,200,2024,C00296,40008.26
S51927304,200,2024,C00279,100020.65000000001
U82777382,200,2024,C00255,22857883.0
U82777382,200,2024,C00500,3428682.4499999997
U82777382,200,2024,C00032,2285788.3000000003
U82777382,200,2024,C00033,34286824.5
U82777382,200,2024,C00195,9143153.2
U82777382,200,2024,C00296,457157.66000000003
U82777382,200,2024,C00279,0.0
G97573396,200,2024,C00255,35695741.0
G97573396,200,2024,C00500,5354361.149999999
G97573396,200,2024,C00032,3569574.1
G97573396,200,2024,C00033,53543611.5
G97573396,200,2024,C00195,14278296.4
G97573396,200,2024,C00296,713914.8200000001
G97573396,200,2024,C00279,0.0
G28536762,200,2024,C00255,31987066.0
G28536762,200,2024,C00500,4798059.899999999
G28536762,200,2024,C00032,3198706.6
G28536762,200,2024,C00033,47980599.0
G28536762,200,2024,C00195,12794826.4
G28536762,200,2024,C00296,639741.3200000001
G28536762,200,2024,C00279,1599353.3
W28153282,200,2024,C00255,28309653.0
W28153282,200,2024,C00500,4246447.95
W28153282,200,2024,C00032,2830965.3000000003
W28153282,200,2024,C00033,42464479.5
W28153282,200,2024,C00195,11323861.200000001
W28153282,200,2024,C00296,566193.06
W28153282,200,2024,C00279,1415482.6500000001
E98077934,200,2024,C00255,42875354.0
E98077934,200,2024,C00500,6431303.1
E98077934,200,2024,C00032,4287535.4
E98077934,200,2024,C00033,64313031.0
E98077934,200,2024,C00195,17150141.6
E98077934,200,2024,C00296,857507.0800000001
E98077934,200,2024,C00279,0.0
P19101846,200,2024,C00255,42443357.0
P19101846,200,2024,C00500,6366503.55
P19101846,200,2024,C00032,4244335.7
P19101846,200,2024,C00033,63665035.5
P19101846,200,2024,C00195,16977342.8
P19101846,200,2024,C00296,848867.14
P19101846,200,2024,C00279,0.0
F52627226,200,2024,C00255,46961018.0
F52627226,200,2024,C00500,7044152.7
F52627226,200,2024,C00032,4696101.8
F52627226,200,2024,C00033,70441527.0
F52627226,200,2024,C00195,18784407.2
F52627226,200,2024,C00296,939220.36
F52627226,200,2024,C00279,0.0
A52773504,200,2024,C00255,13724126.0
A52773504,200,2024,C00500,2058618.9
A52773504,200,2024,C00032,1372412.6
A52773504,200,2024,C00033,20586189.0
A52773504,200,2024,C00195,5489650.4
A52773504,200,2024,C00296,274482.52
A52773504,200,2024,C00279,686206.3
S50714693,200,2024,C00255,6253581.0
S50714693,200,2024,C00500,938037.15
S50714693,200,2024,C00032,625358.1
S50714693,200,2024,C00033,9380371.5
S50714693,200,2024,C00195,2501432.4
S50714693,200,2024,C00296,125071.62
S50714693,200,2024,C00279,312679.05
J30395330,200,2024,C00255,25751104.0
J30395330,200,2024,C00500,3862665.5999999996
J30395330,200,2024,C00032,2575110.4000000004
J30395330,200,2024,C00033,38626656.0
J30395330,200,2024,C00195,10300441.6
J30395330,200,2024,C00296,515022.08
J30395330,200,2024,C00279,0.0
D27655789,200,2024,C00255,12741706.0
D27655789,200,2024,C00500,1000.0
D27655789,200,2024,C00032,5000.0
D27655789,200,2024,C00033,19112559.0
D27655789,200,2024,C00195,0.0
D27655789,200,2024,C00296,0.0
D27655789,200,2024,C00279,0.0
A92138779,200,2024,C00255,2172134.0
A92138779,200,2024,C00500,325820.1
A92138779,200,2024,C00032,217213.40000000002
A92138779,200,2024,C00033,3258201.0
A92138779,200,2024,C00195,868853.6
A92138779,200,2024,C00296,43442.68
A92138779,200,2024,C00279,108606.70000000001
H90042177,200,2024,C00255,45204772.0
H90042177,200,2024,C00500,6780715.8
H90042177,200,2024,C00032,4520477.2
H90042177,200,2024,C00033,67807158.0
H90042177,200,2024,C00195,18081908.8
H90042177,200,2024,C00296,904095.4400000001
H90042177,200,2024,C00279,0.0
H13501001,200,2024,C00255,38903580.0
H13501001,200,2024,C00500,5835537.0
H13501001,200,2024,C00032,3890358.0
H13501001,200,2024,C00033,58355370.0
H13501001,200,2024,C00195,15561431.999999998
H13501001,200,2024,C00296,778071.6
H13501001,200,2024,C00279,1945179.0
C73968467,200,2024,C00255,12292942.0
C73968467,200,2024,C00500,1843941.3
C73968467,200,2024,C00032,1229294.2
C73968467,200,2024,C00033,18439413.0
C73968467,200,2024,C00195,4917176.8
C73968467,200,2024,C00296,245858.84
C73968467,200,2024,C00279,0.0
W91163038,200,2024,C00255,9812781.0
W91163038,200,2024,C00500,1471917.15
W91163038,200,2024,C00032,981278.1000000001
W91163038,200,2024,C00033,14719171.5
W91163038,200,2024,C00195,3925112.4
W91163038,200,2024,C00296,196255.62
W91163038,200,2024,C00279,490639.05000000005
Q34692904,200,2024,C00255,8223620.0
Q34692904,200,2024,C00500,1233543.0
Q34692904,200,2024,C00032,822362.0
Q34692904,200,2024,C00033,12335430.0
Q34692904,200,2024,C00195,3289447.9999999995
Q34692904,200,2024,C00296,164472.4
Q34692904,200,2024,C00279,411181.0
V73598657,200,2024,C00255,23720497.0
V73598657,200,2024,C00500,3558074.55
V73598657,200,2024,C00032,2372049.7
V73598657,200,2024,C00033,35580745.5
V73598657,200,2024,C00195,9488198.799999999
V73598657,200,2024,C00296,474409.94
V73598657,200,2024,C00279,0.0
F35938895,200,2024,C00255,23528069.0
F35938895,200,2024,C00500,3529210.35
F35938895,200,2024,C00032,2352806.9
F35938895,200,2024,C00033,35292103.5
F35938895,200,2024,C00195,9411227.6
F35938895,200,2024,C00296,470561.38
F35938895,200,2024,C00279,0.0
B64839908,200,2024,C00255,25476272.0
B64839908,200,2024,C00500,3821440.8
B64839908,200,2024,C00032,2547627.2
B64839908,200,2024,C00033,38214408.0
B64839908,200,2024,C00195,10190508.799999999
B64839908,200,2024,C00296,509525.44
B64839908,200,2024,C00279,0.0
J65437830,200,2024,C00255,19077600.0
J65437830,200,2024,C00500,2861640.0
J65437830,200,2024,C00032,1907760.0
J65437830,200,2024,C00033,28616400.0
J65437830,200,2024,C00195,7631040.0
J65437830,200,2024,C00296,381552.0
J65437830,200,2024,C00279,0.0
G37455861,200,2024,C00255,30708004.0
G37455861,200,2024,C00500,4606200.6
G37455861,200,2024,C00032,3070800.4000000004
G37455861,200,2024,C00033,46062006.0
G37455861,200,2024,C00195,12283201.599999998
G37455861,200,2024,C00296,614160.08
G37455861,200,2024,C00279,0.0
F68959861,200,2024,C00255,19165118.0
F68959861,200,2024,C00500,2874767.6999999997
F68959861,200,2024,C00032,1916511.8
F68959861,200,2024,C00033,28747677.0
F68959861,200,2024,C00195,7666047.199999999
F68959861,200,2024,C00296,383302.36
F68959861,200,2024,C00279,958255.9
P71410640,200,2024,C00255,47812150.0
P71410640,200,2024,C00500,7171822.5
P71410640,200,2024,C00032,4781215.0
P71410640,200,2024,C00033,71718225.0
P71410640,200,2024,C00195,19124860.0
P71410640,200,2024,C00296,956243.0
P71410640,200,2024,C00279,0.0
S64340297,200,2024,C00255,9514062.0
S64340297,200,2024,C00500,1427109.3
S64340297,200,2024,C00032,951406.2000000001
S64340297,200,2024,C00033,14271093.0
S64340297,200,2024,C00195,3805624.8
S64340297,200,2024,C00296,190281.24
S64340297,200,2024,C00279,0.0
R51996390,200,2024,C00255,75531364.0
R51996390,200,2024,C00500,30212545.6
R51996390,200,2024,C00032,1000.0
R51996390,200,2024,C00033,113297046.0
R51996390,200,2024,C00195,7553136.4
R51996390,200,2024,C00296,3021254.5600000005
R51996390,200,2024,C00279,1510627.28
W96086421,200,2024,C00255,31256445.0
W96086421,200,2024,C00500,4688466.75
W96086421,200,2024,C00032,3125644.5
W96086421,200,2024,C00033,46884667.5
W96086421,200,2024,C00195,12502578.0
W96086421,200,2024,C00296,625128.9
W96086421,200,2024,C00279,0.0
W24672184,200,2024,C00255,20849176.0
W24672184,200,2024,C00500,1000.0
W24672184,200,2024,C00032,5000.0
W24672184,200,2024,C00033,31273764.0
W24672184,200,2024,C00195,0.0
W24672184,200,2024,C00296,0.0
W24672184,200,2024,C00279,0.0
U15692967,200,2024,C00255,36657924.0
U15692967,200,2024,C00500,5498688.6
U15692967,200,2024,C00032,3665792.4000000004
U15692967,200,2024,C00033,54986886.0
U15692967,200,2024,C00195,14663169.6
U15692967,200,2024,C00296,733158.48
U15692967,200,2024,C00279,0.0
W82191574,200,2024,C00255,29309699.0
W82191574,200,2024,C00500,4396454.85
W82191574,200,2024,C00032,2930969.9000000004
W82191574,200,2024,C00033,43964548.5
W82191574,200,2024,C00195,11723879.6
W82191574,200,2024,C00296,586193.98
W82191574,200,2024,C00279,1465484.9500000002
B84853354,200,2024,C00255,20081253.0
B84853354,200,2024,C00500,3012187.9499999997
B84853354,200,2024,C00032,2008125.3
B84853354,200,2024,C00033,30121879.5
B84853354,200,2024,C00195,8032501.199999999
B84853354,200,2024,C00296,401625.06
B84853354,200,2024,C00279,1004062.65
W94644215,200,2024,C00255,39901318.0
W94644215,200,2024,C00500,5985197.7
W94644215,200,2024,C00032,3990131.8000000003
W94644215,200,2024,C00033,59851977.0
W94644215,200,2024,C00195,15960527.2
W94644215,200,2024,C00296,798026.36
W94644215,200,2024,C00279,0.0
G49081432,200,2024,C00255,20870830.0
G49081432,200,2024,C00500,3130624.5
G49081432,200,2024,C00032,2087083.0
G49081432,200,2024,C00033,31306245.0
G49081432,200,2024,C00195,8348332.0
G49081432,200,2024,C00296,417416.60000000003
G49081432,200,2024,C00279,1043541.5
R50876565,200,2024,C00255,6074493.0
R50876565,200,2024,C00500,911173.95
R50876565,200,2024,C00032,607449.3
R50876565,200,2024,C00033,9111739.5
R50876565,200,2024,C00195,2429797.1999999997
R50876565,200,2024,C00296,121489.86
R50876565,200,2024,C00279,303724.65
U32345453,200,2024,C00255,13609436.0
U32345453,200,2024,C00500,2041415.4
U32345453,200,2024,C00032,1360943.6
U32345453,200,2024,C00033,20414154.0
U32345453,200,2024,C00195,5443774.4
U32345453,200,2024,C00296,272188.72000000003
U32345453,200,2024,C00279,680471.8
N92293489,200,2024,C00255,23424271.0
N92293489,200,2024,C00500,3513640.65
N92293489,200,2024,C00032,2342427.1
N92293489,200,2024,C00033,35136406.5
N92293489,200,2024,C00195,9369708.399999999
N92293489,200,2024,C00296,468485.42
N92293489,200,2024,C00279,0.0
W29091078,200,2024,C00255,2366583.0
W29091078,200,2024,C00500,354987.45
W29091078,200,2024,C00032,236658.30000000002
W29091078,200,2024,C00033,3549874.5
W29091078,200,2024,C00195,946633.2000000001
W29091078,200,2024,C00296,47331.66
W29091078,200,2024,C00279,118329.15000000001
U22138759,200,2024,C00255,22287926.0
U22138759,200,2024,C00500,3343188.9
U22138759,200,2024,C00032,2228792.6
U22138759,200,2024,C00033,33431889.0
U22138759,200,2024,C00195,8915170.4
U22138759,200,2024,C00296,445758.52
U22138759,200,2024,C00279,0.0
F88577462,200,2024,C00255,27393580.0
F88577462,200,2024,C00500,4109037.0
F88577462,200,2024,C00032,2739358.0
F88577462,200,2024,C00033,41090370.0
