nif_declarante,nif_contraparte,importe,is_circular
P0098642G,R0035544D,39044,False
J0086117W,R0061139G,6856,False
H0092610F,C0041655Q,32438,False
S0026967W,N0052678B,9330,False
A0045637E,A0020666K,10004,False
Q0037035Z,P0092031Q,30017,False
S0059520E,W0084926L,8025,False
Q0006676K,A0088123W,8761,False
E0017421Q,A0012854M,4136,False
V0089532N,J0026729C,46456,False
D0003290S,A0023204W,169404,False
C0092621A,A0002791S,22372,False
R0053805K,P0024423N,9500,False
D0016404E,Q0031232W,14536,False
B0021026F,C0078214T,152412,False
H0016241Y,H0082906A,42095,False
Q0039265G,V0078338R,33568,False
E0027355A,Q0015962K,33737,False
V0073548R,G0062636S,69149,False
F0089893G,B0042945W,35372,False
A0051999V,B0011031V,86303,False
B0060743A,N0060728B,60632,False
C0055165X,H0023910H,65742,False
U0075939G,B0007463Y,34781,False
S0088358P,N0086176W,9500,False
B0060364A,V0049876R,24687,False
W0016361H,H0005352A,12727,False
F0010205C,F0082144Q,60132,False
R0022548T,B0002673L,183351,False
Q0032535E,F0073693V,12415,False
D0045849P,D0038482V,41343,False
F0050238D,Q0021570C,14614,False
S0032569Z,G0075545M,17200,False
E0079140V,H0079077M,2371,False
G0086478L,S0059726R,8911,False
D0035761D,P0046550N,23164,False
S0095621Q,W0008796F,94957,False
D0014710F,P0066758D,24052,False
W0093184N,B0013205V,24988,False
J0085244B,F0001834C,85976,False
S0091831R,W0079080L,22584,False
N0094554E,R0064574N,38749,False
A0053128Y,G0005562M,4680,False
Q0049829J,U0017312V,9919,False
A0008942B,H0041990X,19420,False
S0033274X,B0086638S,31964,False
D0048179S,N0055756W,88635,False
E0018309L,U0033704N,11545,False
F0008027M,V0001645V,69116,False
U0077254H,V0025343C,8571,False
J0037627R,H0098372Z,18945,False
P0041407S,P0087871B,31119,False
W0089324X,B0051480Z,10712,False
P0044567S,C0080895D,50378,False
J0033552C,H0073204Q,8970,False
H0081810B,U0046881L,53305,False
V0065037V,S0071100L,12471,False
E0052798J,U0030120N,16679,False
V0077880N,V0091787B,28816,False
R0034323P,V0038300F,12798,False
N0039605E,E0061330Q,10930,False
A0063904D,S0077237D,11704,False
J0002373N,Q0078813B,16390,False
Q0057035B,D0078489V,67265,False
S0025091Y,R0053875H,14335,False
R0034162D,E0092955N,95081,False
G0081900R,B0043496A,22989,False
S0048877K,D0062570K,181849,False
N0033326W,U0022540Z,26328,False
H0070454R,C0082160N,74699,False
U0055095X,V0064125C,10393,False
P0056965R,J0060620T,82473,False
P0003158G,D0099441E,5383,False
V0026077K,S0048208D,12628,False
C0006353L,H0068227P,19828,False
H0014061X,W0084478D,36765,False
S0048758A,A0063618W,17689,False
C0016198S,N0048595F,73029,False
B0090855P,B0086215V,54956,False
S0045746W,Q0082747W,18066,False
F0032268S,F0024049E,23241,False
C0074883J,S0008760B,12015,False
C0032943Z,P0070154B,10002,False
E0059613Q,G0045960A,62487,False
V0096996N,N0077596Q,16625,False
B0055281A,C0011808N,14052,False
C0024974G,D0013461S,54280,False
H0071548N,D0030698J,57367,False
E0072139A,V0027510V,41541,False
R0090774C,A0036455P,28867,False
P0055706X,J0077238C,24994,False
F0086910R,P0072859H,12820,False
N0043938X,R0095091C,101296,False
W0069112C,E0049592L,8456,False
R0051179N,D0094156Y,12809,False
C0016766V,H0028194X,24467,False
D0057553F,H0072432Z,16952,False
U0051014A,V0089382N,10070,False
R0098843Y,R0033064D,3943,False
W0023373J,J0043054B,64329,False
J0034978R,S0091532N,8974,False
Q0002802V,A0016576X,34177,False
C0041939J,J0044253H,4866,False
C0028563T,S0020873W,10658,False
G0042100Z,V0068901V,74038,False
P0083841J,E0083628M,9403,False
E0071917P,S0062828Z,81020,False
S0004610Z,D0076064Y,23440,False
D0060865H,S0042902W,7142,False
U0081366B,N0033960S,12839,False
W0013667N,D0061363L,82652,False
S0071790E,W0099955C,52027,False
R0073907Z,E0052441A,53849,False
H0090501M,N0085166F,32142,False
Q0094412M,H0058791G,26701,False
B0030196D,D0005855F,67418,False
P0053617A,G0069724B,53967,False
Q0043662M,G0068435V,25921,False
G0013203N,S0000229C,7046,False
H0055978L,N0025013N,5544,False
E0071248W,E0091536L,14820,False
J0084351J,V0019244G,29680,False
C0042664C,A0020462Y,39670,False
S0060443D,W0066952J,304511,False
H0086009D,N0044898H,67094,False
R0049752S,F0045966E,12691,False
C0039567G,V0078122G,8230,False
R0049856W,B0093480Z,15028,False
Q0060448K,Q0051907T,12356,False
E0081697N,G0062992K,37199,False
F0016042B,S0097568M,27597,False
F0082678C,A0082724V,23689,False
W0063182X,G0010705S,27476,False
A0014470S,J0098523H,20582,False
J0039073W,G0049348D,29594,False
A0034277G,C0041028Z,86617,False
P0091558K,R0061564Q,11611,False
P0081728B,E0033087F,20551,False
N0046175B,U0075175E,23694,False
F0046233S,R0015879A,12632,False
N0055141M,G0028797W,3066,False
F0030468R,H0073382M,32589,False
H0000353C,A0098443Q,35690,False
N0019625N,G0061983V,42427,False
J0006607G,H0004349A,114163,False
N0033093X,R0021873X,15452,False
W0028305L,F0095077C,7725,False
B0065893V,N0010326A,17423,False
E0080664M,H0006270Q,34717,False
J0045909F,B0023113Z,8551,False
H0035407C,B0003241Y,52575,False
C0020296A,Q0032351K,10206,False
B0050641L,Q0095914F,30014,False
P0061026X,V0082723G,9563,False
B0084098X,P0063269H,18849,False
J0088038L,D0015864Z,26142,False
R0036554E,J0030963T,89245,False
A0053830P,H0049181V,30209,False
B0046227R,V0068296C,126922,False
U0053381Q,C0072013A,41669,False
S0074433X,C0023607A,7933,False
A0065486A,F0096063H,1997,False
F0094238Z,B0048921D,11482,False
H0047973V,C0070253G,6933,False
U0049503K,U0050687K,30652,False
U0024321H,V0075950W,6655,False
S0060382T,H0022946M,24696,False
Q0004830S,B0081620S,47312,False
H0027369Q,N0013757A,44982,False
E0019635Y,G0030477Q,28326,False
R0060508H,D0077121B,66505,False
G0090530N,F0084935J,8827,False
R0001464W,Q0019692M,12274,False
H0030117T,S0082627S,5088,False
H0016623W,D0054384L,15821,False
H0006428K,C0028149H,81045,False
B0046521P,D0028102L,8853,False
J0009363T,F0004004B,12923,False
A0044267D,F0005506Z,25354,False
W0069313V,U0027361F,20651,False
U0084820V,A0009728G,41221,False
D0050434G,F0097207W,14901,False
B0030780N,B0024880T,7609,False
U0006518G,H0079508V,37722,False
D0075569H,V0075330C,19706,False
Q0096715A,W0002476K,16024,False
S0033016K,C0078788Y,17384,False
V0045914Z,N0093227C,42560,False
S0012471B,Q0057750N,57275,False
V0039790J,C0011418Z,7792,False
C0043646C,V0076680H,28540,False
V0064921J,C0068708G,1448,False
G0029044Y,Q0021262V,28702,False
H0006549G,C0077603M,3888,False
G0096192Z,E0080193H,1970,False
F0044113R,V0051085L,123025,False
E0021005N,J0043781F,23777,False
E0042535V,U0043705L,13348,False
D0000637C,G0029753L,64291,False
D0044787H,S0004745K,30056,False
S0085920P,N0097342W,20432,False
F0007690Q,B0087159V,9144,False
F0096107Q,H0050607A,45073,False
U0003543Q,B0054467D,50281,False
E0086936B,P0065869Q,31971,False
J0020989G,D0084370D,19468,False
A0025329T,B0056441X,1900,False
E0027673B,A0099668R,7143,False
G0001451Q,C0052277K,11924,False
G0094937K,Q0068175C,17181,False
N0044089L,H0005484G,11130,False
R0001617C,S0070445W,26210,False
Q0075450K,H0036059G,8833,False
C0046190S,S0073861H,23272,False
Q0041626Y,D0022928A,28503,False
R0079480P,B0093310W,37008,False
E0070277C,R0030516M,13080,False
S0030377C,A0085633K,24671,False
G0066608V,E0059613Q,126565,False
H0039162G,J0015775Z,20682,False
S0081081L,D0031576P,36123,False
C0030960H,G0032380C,23817,False
G0092373N,C0017573Z,70490,False
E0056466L,J0009569T,11462,False
U0034031F,J0096962Z,16601,False
N0090000Q,P0076963P,2124,False
U0013293Y,N0070025Z,24567,False
J0031419B,B0031505Q,206498,False
N0062848A,N0057385D,3814,False
H0028410Q,U0086384F,34627,False
J0011977C,S0097358W,109095,False
G0090460C,B0013633D,9657,False
C0061971X,B0089661J,25043,False
C0048995H,R0068334M,94649,False
R0002904S,S0017125M,25800,False
U0006982F,E0017471Z,35415,False
V0093009J,A0031497L,187484,False
N0005502F,Q0057063F,2996,False
W0045453L,E0092481D,15102,False
N0030357B,V0061340S,10728,False
G0093875Q,B0007576Y,18473,False
W0035064C,H0008609R,80756,False
W0021584X,N0067307E,31467,False
E0092481D,C0062395M,18894,False
E0067381R,N0083018K,7305,False
N0065138B,R0075543C,10270,False
P0035065Q,V0013146X,14309,False
V0003365X,G0097099A,50951,False
E0044092J,G0087328E,3582,False
D0065097J,N0062502D,25663,False
R0003608C,Q0090411Z,66028,False
E0012762N,Q0037508T,622890,False
E0017776C,J0002538N,25180,False
N0079846K,W0090432C,56263,False
E0007264V,D0051267X,19518,False
G0097766T,F0000812F,2112,False
A0098449B,R0095114S,9019,False
W0061889Z,R0071037G,1549,False
F0095519H,N0032690X,38307,False
F0058277X,Q0002325L,14333,False
S0085510F,R0059469E,11890,False
W0077856Q,A0043104D,9726,False
Q0063566C,G0075603Z,45908,False
B0085220H,H0092099Y,34414,False
Q0013140X,B0017266Z,13425,False
S0080704C,V0047664S,35778,False
F0019159T,J0090854L,13725,False
J0053475F,B0011422S,2092,False
C0069707S,V0048011P,1886,False
F0080201D,U0094454V,15729,False
Q0006148H,E0020230L,16209,False
N0003833P,P0040536W,256355,False
J0097357P,G0012385T,16738,False
P0079551T,H0027210Q,14172,False
V0099295H,V0009999V,357877,False
F0094293B,U0056549M,38951,False
B0037704X,G0084328Q,6693,False
W0017370N,F0084879P,4890,False
G0020438M,E0026587F,19364,False
B0012223L,F0025206K,4757,False
B0009568B,H0037996L,3109,False
P0097483K,J0001659C,40527,False
B0063765R,A0045977N,19764,False
V0098569G,E0007623B,27957,False
A0050403P,V0074745V,36747,False
U0067391C,P0014328G,16816,False
V0068050V,V0085262X,34696,False
G0068946J,G0019894N,36954,False
F0038397S,A0034077L,12599,False
B0055417Z,B0082778V,24479,False
G0053277E,E0052296P,47260,False
W0060642W,A0089419F,11144,False
S0051299F,J0032376H,15257,False
A0061410B,R0060763F,13514,False
D0021559N,R0040486N,31125,False
C0032788K,W0034445W,56858,False
C0069340K,D0096810M,21714,False
A0036810R,D0034504Q,79014,False
J0001978P,A0094353E,303523,False
B0052460E,E0029773J,20411,False
Q0085698M,D0088181L,36457,False
D0071244T,D0090894E,9763,False
U0083402V,R0038519S,85619,False
U0003841J,H0002041H,9024,False
U0055299K,J0010892A,6499,False
N0018021E,F0066186J,9265,False
P0089277B,B0096632H,38954,False
D0057910T,W0062436Q,96775,False
V0070897F,E0020065M,12587,False
S0064098M,B0020043C,6805,False
H0033706P,Q0051677S,11127,False
D0021769N,J0073022P,23912,False
F0094620A,C0029984M,7464,False
F0076579N,D0028115F,67758,False
B0032194W,N0055762X,42519,False
S0020948C,E0021783V,10743,False
B0003637E,D0087140P,331394,False
P0045520F,V0008026T,11999,False
J0064209S,F0042397H,17269,False
H0058040M,P0008698J,8810,False
R0085958E,D0026326J,26760,False
P0055393B,D0037554L,97468,False
D0087811Z,G0060718T,64333,False
U0015745E,W0044300T,22330,False
Q0025455C,D0011040E,15203,False
G0045325A,N0099846K,51344,False
H0066392D,D0053684T,72024,False
B0007994D,V0066097B,54334,False
Q0098470S,U0049749B,55797,False
F0004041H,N0032359C,14102,False
G0022629N,Q0058969D,50305,False
S0091369A,P0020300Z,2596,False
E0087098E,R0034338Y,24861,False
E0073249J,R0028733V,8835,False
H0046788E,P0065818A,23539,False
S0036260Y,U0043395A,17032,False
F0069380N,G0012929C,53982,False
C0015950M,P0071166D,57721,False
U0031301V,E0038527R,38316,False
V0064982P,C0027020L,32728,False
V0025193G,R0069686D,33946,False
J0025758A,V0068465C,21183,False
C0073617N,R0086680P,25786,False
W0087813E,J0071802S,8416,False
V0089867W,R0066687X,13949,False
W0071882V,N0016991Y,11378,False
C0082137M,R0029660J,4503,False
R0031327B,P0028818P,29103,False
U0037504C,D0006333H,46341,False
P0097256T,W0094305G,8512,False
J0010425H,R0036789E,11944,False
R0051255L,B0073193W,85887,False
A0045607G,H0023398V,34919,False
P0067585K,H0037742V,21638,False
E0098346X,N0071035S,48845,False
C0026059Z,E0072068R,24650,False
V0049806A,A0063868P,59724,False
G0065347K,S0041510T,43305,False
W0063991A,F0051501H,84799,False
D0000344P,H0001767J,40234,False
C0089069Y,A0078146R,69953,False
E0049223D,A0019105L,8303,False
S0024121J,R0085960Q,108184,False
A0022327F,J0075046E,4987,False
W0050857V,U0067083F,74453,False
V0039778E,E0021064S,30385,False
S0053227Y,W0026385C,18651,False
Q0042805C,E0061980X,55097,False
S0094302M,Q0013578C,7757,False
P0085296M,P0092825X,15245,False
E0060878Y,Q0032325L,23014,False
R0074366B,C0081056R,27931,False
C0099830J,H0086709B,61099,False
A0048588P,W0045450K,32894,False
W0013827T,G0066994Q,15194,False
A0094127K,B0065243L,48025,False
G0017937G,S0015222E,85019,False
D0058006N,R0026191V,53400,False
D0061783S,S0025235H,14112,False
R0028902B,D0037165E,13840,False
P0068139W,F0078672V,21689,False
F0006177Y,C0079607G,72839,False
U0064638A,C0071400K,12606,False
N0053007S,N0096871Q,4715,False
P0031487R,D0041495Y,174817,False
G0026591V,B0042762T,40701,False
U0010040N,D0004008R,152450,False
S0071254Q,E0052344D,2465,False
F0010740Z,Q0054299M,30384,False
P0002830C,C0025201Y,7044,False
B0061397H,R0045084P,17337,False
U0060107B,R0034232G,6114,False
H0065413R,E0048347D,14246,False
A0032336Q,C0008329S,3502,False
H0053676T,F0079076N,75219,False
S0056185W,F0028604Z,19189,False
G0024002Q,N0007137F,24772,False
U0088766H,B0030639V,44644,False
U0027500L,G0099193M,5218,False
P0013979P,G0060523E,107219,False
S0085003T,S0091221W,329894,False
D0021058Y,R0047354Q,8663,False
V0075761A,A0086607Y,21109,False
C0079801T,E0045597N,7138,False
D0028578C,Q0061821K,8661,False
F0021630P,A0086556Z,27178,False
D0091606E,Q0010700Y,33705,False
F0087592T,H0075183Q,3890,False
E0033177G,P0086655B,8635,False
S0009481E,J0096363D,15300,False
V0069161R,R0032349C,4934,False
A0028947D,V0063595E,83455,False
B0028876Q,R0028020W,269317,False
B0038057N,A0014623B,54817,False
N0087698B,E0056955E,118993,False
U0041049T,J0081747Y,19790,False
B0046544L,N0032200N,34762,False
G0098899M,H0055646J,7483,False
P0086210Y,P0049973X,26509,False
N0004675Y,E0099409K,8896,False
E0053029K,B0003229L,28760,False
U0056020K,V0078219S,12151,False
D0053512R,D0024735R,8187,False
F0095430N,C0029098A,4876,False
V0095395J,U0010889K,20542,False
F0019159T,H0030820H,13431,False
P0093459G,E0050854T,337346,False
G0097822V,F0064656A,490502,False
G0004591L,R0079480P,13653,False
R0035851S,R0074374X,5330,False
N0076790M,U0046382D,34482,False
G0059759Y,P0013306X,57902,False
J0018624L,D0086725G,57556,False
W0005969Q,H0014491R,2464,False
S0035835V,J0067466G,9467,False
H0036100J,D0007500S,31205,False
P0095827Q,N0085737E,57431,False
Q0088056B,C0044892V,3342,False
B0067274Q,G0032766M,32842,False
C0034892Z,F0056969X,18403,False
P0096819E,D0066796R,10054,False
R0098161Y,C0099940R,11568,False
V0019178A,W0003747J,20682,False
A0019202W,U0061172J,113119,False
G0043102Z,W0070393R,5869,False
N0022168X,A0070181E,86159,False
E0039400P,R0005994B,27051,False
H0070022W,E0009928W,13452,False
C0010779M,P0070531D,20268,False
P0006430P,H0013958Q,60070,False
S0036116N,P0074451S,8933,False
B0038580C,U0042500A,9813,False
D0076064Y,F0066975J,164731,False
R0039761F,H0035468G,51076,False
B0076955L,R0032151Z,56511,False
V0026734Z,U0063284K,185672,False
F0035240B,R0020445E,23826,False
R0072558G,G0054083J,53047,False
G0071004K,U0073699F,39835,False
C0047262X,S0070283J,48149,False
W0089865R,W0049831V,225960,False
V0004605H,F0076638F,27075,False
J0001101R,V0072135R,18337,False
W0059980H,G0036263V,10894,False
N0090709J,E0048853Q,29622,False
G0039184V,J0098965Z,10430,False
G0011790R,S0046925E,47092,False
J0049772S,V0053808J,159641,False
S0081272J,W0004728D,20670,False
H0044190Q,A0021863Z,27878,False
S0076888C,E0096169C,15112,False
H0049037P,N0096631L,16228,False
R0075343Z,A0064901G,21546,False
N0060732Q,B0032435T,78269,False
V0031931A,W0078785E,38407,False
B0015495M,W0039021T,22797,False
S0024939H,B0098889K,18505,False
G0009201W,N0062565P,6796,False
J0057490K,R0006730C,159874,False
R0077536F,R0004039C,35518,False
D0030389M,E0006078C,7274,False
P0085829T,N0085280Q,136245,False
F0026230J,R0036095M,21218,False
F0095254J,U0011486C,4544,False
N0004987Q,A0092201Z,2974,False
F0018976E,E0021936N,21569,False
A0095622S,S0091369A,4314,False
R0095743N,D0081032W,17155,False
U0029498J,D0003371Q,27907,False
B0004884J,A0095326R,6304,False
W0082434F,P0032446L,1460,False
W0078785E,F0000131N,83639,False
B0031574G,V0083793Y,17181,False
H0043269D,W0016572V,4580,False
G0050963T,G0092327X,85982,False
J0006456X,C0006602P,31065,False
J0023181N,S0000898N,70322,False
J0039015P,R0056302V,44019,False
F0083063P,C0074478N,26497,False
D0084682A,E0033882D,5902,False
F0016928F,R0091644N,25230,False
D0028573F,P0010853Z,10594,False
J0055546C,Q0005504M,9613,False
D0055701M,G0071794A,77239,False
D0078965D,G0064506X,105623,False
S0075336R,R0081342B,18702,False
A0063513T,H0078590N,14723,False
P0068567N,Q0019942R,6676,False
A0014174K,D0019673T,18165,False
Q0050517Z,V0057981K,95011,False
E0012579E,F0004683J,34880,False
G0000384R,J0025728D,4865,False
E0085219G,P0012080H,188188,False
D0033669S,N0003689Y,97264,False
C0082023Q,F0095135G,30778,False
F0049164K,W0077541B,47784,False
C0047951R,V0066505T,50523,False
Q0021626E,U0069102M,27581,False
E0047820W,B0042313C,5513,False
U0061703T,B0099366L,52019,False
A0069244R,U0092230V,26695,False
J0058142N,D0042822R,2539,False
F0060634E,W0081485P,78563,False
P0034106B,R0056777S,53858,False
E0085304H,E0054801H,18123,False
P0080635P,B0079924Z,24603,False
G0085733E,B0061404Z,109535,False
H0032824Q,S0087019K,50682,False
A0021953Y,D0051056B,35900,False
A0022989Y,U0046896A,17260,False
E0007909E,W0061021H,10873,False
S0095748P,E0018016T,45632,False
A0031987Y,C0025902Y,72084,False
S0033667Q,R0021851R,139171,False
E0058625V,J0075485L,308169,False
D0084996D,R0007898T,4450,False
Q0038977T,A0002532T,18328,False
S0055516W,B0072683L,52089,False
J0055476A,N0080466T,7699,False
E0053843R,H0089322P,6092,False
U0039832R,E0067130E,23408,False
G0020935Y,D0013923H,27152,False
E0059217X,J0011942G,4961,False
F0021084Z,B0052713N,14846,False
J0063164C,J0004523F,8777,False
H0055032M,V0012923J,29669,False
J0091355M,R0032385G,5135,False
Q0064726Y,N0012297H,25615,False
F0048200S,D0044681B,14966,False
S0038692P,H0098251Q,19247,False
C0079756F,P0008054R,5627,False
V0058682D,H0087574L,32349,False
W0043644T,N0083386X,11876,False
C0091134K,H0016255X,26206,False
P0092283C,U0082094M,8202,False
S0039371J,N0059748Y,66460,False
R0032715D,S0025700C,13861,False
D0077978A,H0043385P,12302,False
J0034660Q,C0045934M,68754,False
Q0097609D,B0009261D,13037,False
A0064114B,A0053830P,4522,False
V0042350J,G0068503B,26092,False
J0094797S,S0007418C,15408,False
J0090677S,H0000373K,35087,False
G0028407C,Q0001936R,25104,False
G0061289P,Q0011548H,14080,False
U0078742T,V0040430T,7723,False
H0001306K,C0043441B,2176,False
R0067413J,Q0071594S,2696,False
B0079397D,P0055632C,7378,False
V0048898L,A0081734M,71786,False
H0083434Z,F0099664G,49717,False
J0081586Q,W0045592V,9916,False
E0067520W,Q0051582A,17131,False
E0067627Z,P0046684H,116092,False
V0013237K,B0061704P,30131,False
B0002462F,S0074001F,212695,False
S0060311W,A0032694X,19460,False
P0023246H,P0041503S,39851,False
W0056343P,N0084860V,222565,False
F0053786N,P0062012Y,5373,False
C0086149B,W0060485Y,17182,False
D0038516E,E0093374H,8150,False
R0089445Y,A0082154S,25006,False
C0079035N,U0043448L,16311,False
D0071373S,D0035870R,8680,False
J0013214L,G0090828A,26365,False
H0059917M,F0051032H,28103,False
U0091607B,A0026072L,16456,False
B0013643L,S0079542G,14539,False
D0046990P,Q0027726M,28863,False
N0034186M,R0020077A,35839,False
E0081590V,B0090511S,266717,False
V0070935N,V0070612Z,12100,False
B0047958X,S0066450R,6886,False
C0041124Y,B0025934T,4586,False
Q0018911T,J0094185V,12100,False
P0053299P,U0058852X,39168,False
G0029052C,A0015295M,130104,False
H0033378J,W0000831D,47916,False
C0013207N,D0037202R,85930,False
H0069062Y,P0041872L,16967,False
Q0088584E,U0091119F,71858,False
V0099880E,U0021330G,12782,False
W0086647B,D0030237G,33605,False
B0049126S,Q0088133T,85692,False
H0039796R,J0045507C,26485,False
W0053046P,U0055960Y,42559,False
E0056108T,F0073638N,29054,False
E0052259G,G0025284T,38836,False
H0041321X,H0091714G,7039,False
Q0085753J,F0044029T,8142,False
F0057117Y,V0063546L,17205,False
S0070292Z,H0078149P,16479,False
J0019156Q,D0045981Z,14624,False
G0057541B,W0077985E,14954,False
N0072327A,N0043163G,31682,False
P0081543Q,W0045547Y,78277,False
C0033155A,P0049122J,85912,False
B0049630B,A0093881V,56816,False
H0002150A,P0032980S,21037,False
E0098070E,G0003906F,5238,False
S0077938F,H0032029Q,59985,False
C0021134P,S0045042J,20774,False
S0018013R,J0054759K,13336,False
W0087944F,R0072668H,5443,False
V0066324L,S0098513X,119715,False
N0029055P,A0050518Y,31573,False
U0076871P,U0009305D,18917,False
S0075360G,S0001364N,43294,False
B0033723W,G0022075W,37381,False
G0062506Q,G0052938W,57310,False
C0022880S,D0074139D,29582,False
D0020777M,R0010563E,7097,False
S0062471E,V0093259B,5860,False
A0033804Y,P0026263W,9844,False
G0085736H,A0045239X,17616,False
S0008883F,D0022190A,51919,False
V0021592H,E0024651D,31232,False
H0098396S,D0002160N,71537,False
V0002123R,J0040962T,19914,False
W0077914A,J0063866F,12271,False
S0019725R,R0006668Y,29247,False
C0091444S,N0019412V,31130,False
C0029021F,B0093194H,70320,False
J0019829Z,U0037747Q,11094,False
A0014152N,D0083492H,21231,False
U0042283L,Q0001424N,23106,False
N0054531Z,V0086870R,24565,False
C0000904P,Q0059828H,19752,False
S0007548N,D0089358N,53597,False
C0013987H,D0080378G,29989,False
Q0099509R,S0086762C,37144,False
V0059864B,C0099840Q,21009,False
F0022545C,N0046909R,24701,False
V0001428D,S0007726P,6965,False
D0052573L,Q0056407J,189891,False
H0055981T,S0091421C,2825,False
J0055260N,D0019809J,31184,False
J0016522B,P0073429Y,48442,False
E0075002K,C0078626R,53893,False
S0041803P,S0070014Q,8071,False
J0098328P,S0042160P,15324,False
P0005195P,S0037233X,25970,False
F0032074Q,J0006805K,27124,False
A0069528B,D0060968V,15597,False
G0070628J,U0016920P,19914,False
A0034903S,B0098273N,46327,False
F0021509S,G0068329C,29398,False
J0032853E,F0056356B,17806,False
A0031808M,E0094107D,15827,False
B0057952R,A0097261H,16081,False
R0022482A,R0028592J,44865,False
Q0021887B,P0088721A,5184,False
U0039576X,N0044856Y,26440,False
W0056910L,R0018154A,50641,False
P0051438B,Q0048960P,30570,False
V0091379P,Q0033408A,1284,False
G0089983X,F0037603K,48240,False
S0065209P,B0091903C,77626,False
W0098868N,F0021956D,49850,False
D0039519H,U0002945W,5923,False
F0037648J,F0066975J,21335,False
H0007739C,R0067024K,112836,False
B0095824E,D0096173B,44741,False
H0078594C,R0066295D,91705,False
W0001634S,A0009665P,16909,False
C0010780P,W0093723J,11121,False
N0030355Y,R0066140B,26181,False
C0082328J,Q0027823B,28793,False
U0001708K,W0051022N,4251,False
G0068221Z,F0061936E,4903,False
E0050068R,G0036263V,24567,False
W0092217H,Q0012706M,230164,False
F0074537W,F0064651P,23849,False
E0062580N,A0069795Y,47055,False
D0074628E,R0024761E,2246,False
W0049403J,Q0006471R,14282,False
A0021600Q,C0057095M,23834,False
H0029479F,V0033848Z,13844,False
W0007333Y,A0042833W,13277,False
U0038500X,S0011914C,7598,False
S0086131K,C0054631P,7592,False
C0002336J,E0092645W,9865,False
W0068701L,W0021493Z,13487,False
N0094542P,G0093656V,40114,False
E0039798G,V0029019C,46453,False
V0099549X,E0003563M,29849,False
C0062811H,V0044606A,33862,False
V0053545A,P0067591F,62045,False
U0046557L,E0090269W,24545,False
R0001890T,H0033706P,13084,False
W0008209W,F0029730W,68093,False
D0069015H,S0052494R,38654,False
H0040938R,V0010492J,31901,False
H0068347T,Q0058285Q,32487,False
U0091043Y,G0068891E,7733,False
E0099074C,S0014125H,11363,False
B0035694L,J0009313H,55697,False
D0088974Z,C0017710P,27099,False
N0036983B,D0082447E,25757,False
F0063448W,N0096705C,19972,False
B0000765M,F0004708G,18535,False
A0014389Q,V0037547R,3535,False
A0020875W,N0055756W,11899,False
Q0034888L,C0027615W,30212,False
U0001551Q,Q0003581C,49141,False
C0027481V,W0047035M,24904,False
J0041419A,P0037765C,16557,False
N0059317J,C0004946L,32714,False
J0041705Q,J0026572W,13731,False
G0051914J,V0004906S,19609,False
F0040974H,W0099630X,49987,False
J0096637W,S0095691T,32954,False
A0022560P,P0014984L,10471,False
H0028054L,W0089065V,63539,False
G0049535A,C0035555F,30528,False
C0092011E,W0080521S,12740,False
J0075470N,C0061376P,6745,False
G0074396K,R0014873C,20259,False
A0010785V,S0099322N,21466,False
U0080787Y,P0079188G,81448,False
V0090476J,R0095234A,18841,False
S0051642E,E0043352P,8058,False
S0073125Q,W0006383Y,48424,False
Q0074865L,J0009393N,10516,False
D0031879K,B0089976M,7104,False
G0035307H,R0021708W,12808,False
N0036849S,P0052537H,27145,False
B0055414M,E0015571S,12104,False
Q0053537L,A0042142H,57417,False
B0051243J,F0033691J,61356,False
A0054745T,S0005715K,814,False
P0011505V,S0018826W,123578,False
G0064964V,R0017163Z,35476,False
R0049723Y,E0004839J,28920,False
N0077690N,C0058540S,40240,False
Q0029686G,F0094293B,32461,False
P0091665T,H0098532Z,28260,False
R0088979R,G0071436L,9975,False
W0088753G,H0055192J,66877,False
A0027886T,S0030164C,31219,False
W0052784H,S0064473B,32178,False
S0044256E,G0008886A,25636,False
A0026282V,Q0022462K,17219,False
C0086354Z,N0075770F,6980,False
E0061117N,C0097165G,36083,False
C0058043Z,U0091847T,9953,False
W0061259J,R0057508K,19858,False
N0081613V,C0077553V,111971,False
C0026495F,P0069252Z,153940,False
U0073944A,D0095740X,2694,False
A0064756C,A0002327L,7893,False
S0077368Y,P0005739G,14338,False
A0018271K,P0080544T,31651,False
A0061248N,W0097108F,60057,False
F0083902Q,Q0031252L,1833,False
S0057790B,S0059673T,46965,False
P0085490K,H0022366D,12181,False
Q0059136D,B0064113R,24388,False
J0039002S,U0026909C,21636,False
V0081941T,V0014065C,62693,False
U0045845J,D0074480W,44892,False
P0048664D,U0050430T,4858,False
S0084556T,V0053017P,9283,False
P0077718W,B0058162X,18456,False
E0048728K,S0029365S,14116,False
F0027932H,C0021344S,32025,False
H0032028X,J0091933T,18053,False
A0033675C,W0039043S,10525,False
A0041059P,B0088803V,39871,False
W0039926N,C0071630K,26496,False
U0048431V,F0094397M,28061,False
A0065901F,V0014928K,8089,False
F0037415X,E0005201S,4992,False
F0001833N,U0096239J,8618,False
A0029634R,F0061134E,21338,False
R0080172W,C0038313D,25537,False
N0011278Q,C0074196T,82783,False
V0054646N,S0039680A,79829,False
W0043185Q,N0019075Q,48780,False
J0045072J,H0077688W,27846,False
D0013377X,W0063659R,113021,False
N0059701V,V0028490Y,18358,False
E0092984A,U0011404S,91964,False
